Course,Description,Section,Date Times,Instructors
CH E 351 - Chemical Engineering Laboratory,"Technical report writing; thermodynamics, material, and energy balances, and calibration experiments. Prerequisites: ENGL 199 or equivalent, CME 265 and CH E 243. Corequisite: CH E 312.",LAB H01 (42930),No scheduled class times,"Dave Sharp
                                                        
                                                        
Artin Afacan"
CH E 358 - Process Data Analysis,"Statistical analysis of process data from chemical process plants and course laboratory experiments. Topics covered include least squares regression, analysis of variance, propagation of error, and design of experiments. Prerequisites: CH E 351 and STAT 235. Corequisites: CH E 314 and 345.",LECTURE B1 (42896),2023-01-05 - 2023-04-12 TH 12:30 - 13:50 (ETLC E2-002),Ajay Ganesh
CH E 358 - Process Data Analysis,"Statistical analysis of process data from chemical process plants and course laboratory experiments. Topics covered include least squares regression, analysis of variance, propagation of error, and design of experiments. Prerequisites: CH E 351 and STAT 235. Corequisites: CH E 314 and 345.",LAB H31 (42897),2023-01-05 - 2023-04-12 W 14:00 - 17:50 (ETLC E2-001),"Dave Sharp
                                                        
                                                        
Artin Afacan"
CH E 374 - Computational Methods in Engineering,"Formulation and solution of chemical and materials engineering problems; solution of systems of linear and nonlinear algebraic equations; numerical interpolation, differentiation and integration; numerical solution of ordinary and partial differential equations. Prerequisites: ENCMP 100 (or equivalent). MATH 102, 201 and 209.",LECTURE B1 (42867),2023-01-05 - 2023-04-12 MWF 10:00 - 10:50 (ETLC E2-001),Joe Mmbaga
CH E 374 - Computational Methods in Engineering,"Formulation and solution of chemical and materials engineering problems; solution of systems of linear and nonlinear algebraic equations; numerical interpolation, differentiation and integration; numerical solution of ordinary and partial differential equations. Prerequisites: ENCMP 100 (or equivalent). MATH 102, 201 and 209.",SEMINAR J51 (42863),2023-01-05 - 2023-04-12 F 08:00 - 08:50 (NRE 2-117),Joe Mmbaga
CH E 374 - Computational Methods in Engineering,"Formulation and solution of chemical and materials engineering problems; solution of systems of linear and nonlinear algebraic equations; numerical interpolation, differentiation and integration; numerical solution of ordinary and partial differential equations. Prerequisites: ENCMP 100 (or equivalent). MATH 102, 201 and 209.",SEMINAR J52 (42864),2023-01-05 - 2023-04-12 F 14:00 - 14:50 (ETLC E2-005),Joe Mmbaga
CH E 412 - Introduction to Fluid-Particle Systems,"Unit operations studied in this course include: settlers, thickeners, centrifuges, slurry pipelines and flotation columns. Course topics will also include: one dimensional homogeneous and multiphase flows, sedimentation and fluidization of multi-species systems, and drift flux theory. Prerequisite: CH E 312.",LECTURE B1 (49761),2023-01-05 - 2023-04-12 MWF 09:00 - 09:50 (NRE 2-127),R Sean Sanders
CH E 412 - Introduction to Fluid-Particle Systems,"Unit operations studied in this course include: settlers, thickeners, centrifuges, slurry pipelines and flotation columns. Course topics will also include: one dimensional homogeneous and multiphase flows, sedimentation and fluidization of multi-species systems, and drift flux theory. Prerequisite: CH E 312.",SEMINAR J1 (49764),2023-01-05 - 2023-04-12 W 08:00 - 08:50 (ETLC E1-008),R Sean Sanders
CH E 435 - Oilsands Engineering Design,"Integration of chemical engineering practice, theory and economics into capital project proposal, sustainable design and evaluation. Course work requires team and project work. Prerequisites: CH E 445, 446, 464, and ENGG 404. Registration restricted to students in the Oil Sands Elective.",LECTURE B1 (42891),2023-01-05 - 2023-04-12 TH 14:00 - 15:50 (ECERF W2-090) 2023-01-05 - 2023-04-12 TH 14:00 - 15:50 (ECERF W2-110),"Marnie Jamieson
                                                        
                                                        
Arno De Klerk"
CH E 435 - Oilsands Engineering Design,"Integration of chemical engineering practice, theory and economics into capital project proposal, sustainable design and evaluation. Course work requires team and project work. Prerequisites: CH E 445, 446, 464, and ENGG 404. Registration restricted to students in the Oil Sands Elective.",LAB H1 (42892),2023-01-05 - 2023-04-12 TH 16:00 - 17:50 (ECERF W2-090) 2023-01-05 - 2023-04-12 TH 16:00 - 17:50 (ECERF W2-110),"Marnie Jamieson
                                                        
                                                        
Frank Vagi
                                                        
                                                        
Arno De Klerk
                                                        
                                                        
Wade Chute"
CH E 445 - Chemical Reactor Analysis II,"Analysis and design of non-ideal chemical reactors for industrial product synthesis. Prerequisites: CH E 314, 318 and 345.",LECTURE B1 (42934),2023-01-05 - 2023-04-12 MWF 10:00 - 10:50 (MEC 4-3),Gonzalo Rocha Aguilera
CH E 445 - Chemical Reactor Analysis II,"Analysis and design of non-ideal chemical reactors for industrial product synthesis. Prerequisites: CH E 314, 318 and 345.",SEMINAR J21 (42935),2023-01-05 - 2023-04-12 T 13:00 - 13:50 (MEC 3-1),Gonzalo Rocha Aguilera
CH E 446 - Process Dynamics and Control,"Introduction to process modeling and transient response analysis; design and analysis of feedback systems; stability analysis; process control applications; process control using digital computers. Prerequisites: CME 265, MATH 201 and 209. Corequisite: CH E 312.",LECTURE B1 (42805),2023-01-05 - 2023-04-12 TH 09:30 - 10:50 (SAB 3-36),Zukui Li
CH E 446 - Process Dynamics and Control,"Introduction to process modeling and transient response analysis; design and analysis of feedback systems; stability analysis; process control applications; process control using digital computers. Prerequisites: CME 265, MATH 201 and 209. Corequisite: CH E 312.",LAB H21 (42806),2023-01-05 - 2023-04-12 T 14:00 - 16:50 (Location TBD),Zukui Li
CH E 446 - Process Dynamics and Control,"Introduction to process modeling and transient response analysis; design and analysis of feedback systems; stability analysis; process control applications; process control using digital computers. Prerequisites: CME 265, MATH 201 and 209. Corequisite: CH E 312.",LAB H31 (42807),2023-01-05 - 2023-04-12 W 14:00 - 16:50 (Location TBD),Zukui Li
CH E 446 - Process Dynamics and Control,"Introduction to process modeling and transient response analysis; design and analysis of feedback systems; stability analysis; process control applications; process control using digital computers. Prerequisites: CME 265, MATH 201 and 209. Corequisite: CH E 312.",LAB H41 (42808),2023-01-05 - 2023-04-12 H 14:00 - 16:50 (Location TBD),Zukui Li
CH E 446 - Process Dynamics and Control,"Introduction to process modeling and transient response analysis; design and analysis of feedback systems; stability analysis; process control applications; process control using digital computers. Prerequisites: CME 265, MATH 201 and 209. Corequisite: CH E 312.",SEMINAR J41 (42862),2023-01-05 - 2023-04-12 H 08:30 - 09:20 (NRE 2-020),Zukui Li
CH E 446 - Process Dynamics and Control,"Introduction to process modeling and transient response analysis; design and analysis of feedback systems; stability analysis; process control applications; process control using digital computers. Prerequisites: CME 265, MATH 201 and 209. Corequisite: CH E 312.",SEMINAR J51 (42861),2023-01-05 - 2023-04-12 F 15:00 - 15:50 (GSB 7-11),Zukui Li
CH E 454 - Chemical Engineering Project Laboratory,"Experiments in kinetics and mass transfer. Prerequisites: CH E 318, 345, 358, and 416.",LECTURE B1 (42810),2023-01-05 12:30 - 13:20 (MEC 2-3),"Dave Sharp
                                                        
                                                        
Artin Afacan"
